Time,CO,rh,MOS,vocs
8.98E-01,6.27E-01,3.56E-01,5.16E-01,0.640123357
8.98E-01,6.47E-01,3.49E-01,5.18E-01,0.658341495
8.98E-01,6.46E-01,3.45E-01,5.06E-01,0.649725295
8.99E-01,6.21E-01,3.44E-01,4.88E-01,0.655645591
8.99E-01,6.13E-01,3.41E-01,4.75E-01,0.673463963
8.99E-01,6.07E-01,3.28E-01,4.61E-01,0.671159789
9.00E-01,5.98E-01,3.29E-01,4.49E-01,0.68273212
9.00E-01,5.95E-01,3.34E-01,4.48E-01,0.632884933
9.00E-01,5.94E-01,3.33E-01,4.49E-01,0.664546124
9.01E-01,5.77E-01,3.31E-01,4.51E-01,0.67042686
9.01E-01,5.82E-01,3.30E-01,4.46E-01,0.67016308
9.01E-01,5.82E-01,3.30E-01,4.43E-01,0.661381843
9.02E-01,5.86E-01,3.31E-01,4.44E-01,0.659118155
9.02E-01,5.83E-01,3.33E-01,4.41E-01,0.681078819
9.02E-01,5.70E-01,3.32E-01,4.46E-01,0.634543333
9.03E-01,5.65E-01,3.31E-01,4.47E-01,0.626680304
9.03E-01,5.68E-01,3.29E-01,4.51E-01,0.630190419
9.03E-01,5.58E-01,3.31E-01,4.49E-01,0.634024117
9.04E-01,5.48E-01,3.30E-01,4.44E-01,0.618433582
9.04E-01,5.43E-01,3.34E-01,4.32E-01,0.625063473
9.04E-01,5.30E-01,3.33E-01,4.16E-01,0.589851062
9.05E-01,5.18E-01,2.88E-01,4.07E-01,0.599555298
9.05E-01,5.12E-01,2.14E-01,4.03E-01,0.612802099
9.06E-01,5.22E-01,1.87E-01,3.98E-01,0.624483682
9.06E-01,5.24E-01,2.85E-01,3.98E-01,0.618695198
9.06E-01,5.24E-01,3.44E-01,4.02E-01,0.676518374
9.07E-01,5.35E-01,3.54E-01,4.10E-01,0.617263646
9.07E-01,5.52E-01,3.51E-01,4.29E-01,0.610335515
9.07E-01,5.68E-01,3.46E-01,4.23E-01,0.605239629
9.08E-01,5.75E-01,3.44E-01,4.15E-01,0.631659985
